Main ID,Incident Date,Incident Year,Month,Number of Dead,Minimum Estimated Number of Missing,Total Number of Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,lat,long
2020.MMP00419,2020-06-30,2020,June,1,,1,,,,,Mixed or unknown,33.8521697,11.39282227
2020.MMP00436,2020-07-08,2020,July,1,6,7,18,,,,Drowning,31.33705642,17.49200288
2020.MMP00439,2020-07-10,2020,July,2,,2,,,,,Drowning,33.50469395,11.13278136
2020.MMP00448,2020-07-12,2020,July,,4,4,1,,4,,Drowning,35.69644577,23.52386871
2020.MMP00453,2020-07-14,2020,July,1,,1,,,1,,Drowning,32.8696524,13.1091682
2020.MMP00456,2020-07-15,2020,July,1,,1,72,,,,Drowning,35.51865522,11.11026568
2020.MMP00468,2020-07-19,2020,July,,2,2,88,,2,,Drowning,33.28233597,14.31916832
2020.MMP00474,2020-07-20,2020,July,,2,2,,,2,,Drowning,35.82518721,-5.79412886
2020.MMP00484,2020-07-21,2020,July,1,,1,,,,,Drowning,33.36852774,15.36740541
2020.MMP00485,2020-07-22,2020,July,,6,6,8,,,,Drowning,35.9982398,-5.6878736
2020.MMP00489,2020-07-24,2020,July,,7,7,15,,,,Drowning,36.961437,7.622403
2020.MMP00493,2020-07-26,2020,July,1,,1,94,,,,Drowning,35.717104,14.38365575
2020.MMP00494,2020-07-26,2020,July,1,2,3,13,,,,Drowning,35.1414115,11.1235928
2020.MMP00498,2020-07-26,2020,July,1,,1,,,1,,Drowning,32.78957619,12.72043195
2020.MMP00499,2020-07-27,2020,July,1,,1,11,,1,,Drowning,33.50181324,11.15818724
2020.MMP00500,2020-07-27,2020,July,3,,3,71,,3,2,Violence,32.6509505,14.2678989
2020.MMP00504,2020-07-29,2020,July,,25,25,1,,,,Drowning,35.23369,11.2179021
2020.MMP00506,2020-07-29,2020,July,2,12,14,,,1,,Drowning,32.99303851,13.3946519
2020.MMP00507,2020-08-01,2020,August,,9,9,79,,9,,Drowning,33.01488388,13.22785278
2020.MMP00507,2020-08-01,2020,August,,1,1,,,1,,Drowning,33.01488388,13.22785278
"2020.MMP00510,2020-07-30,2020,July,1,,1,11,,1,,""Harsh environmental conditions / lack of adequate shelter, food, water"",36.2144014,-3.4195527"
2020.MMP00511,2020-07-30,2020,July,2,,2,13,,2,,Drowning,35.19326806,-2.41661745
2020.MMP00512,2020-07-30,2020,July,1,,1,6,,,,Drowning,32.88408508,13.41342019
2020.MMP00513,2020-07-31,2020,July,2,,2,,,1,,Drowning,36.219893,0.4511376
2020.MMP00514,2020-01-08,2020,January,,13,13,,,1,1,Drowning,36.1015031,-1.20347438
2020.MMP00522,2020-08-02,2020,August,2,,2,55,,,,Mixed or unknown,32.54517559,14.62054494
2020.MMP00523,2020-08-02,2020,August,1,7,8,3,,7,,Drowning,35.9389086,-3.0357141
2020.MMP00534,2020-08-05,2020,August,3,,3,,,,,Drowning,35.51772376,11.0910396
2020.MMP00540,2020-08-08,2020,August,,4,4,6,,,,Drowning,36.3614187,0.8383494
2020.MMP00541,2020-08-08,2020,August,1,,1,,,,,Drowning,32.79519006,12.49140748
2020.MMP00547,2020-08-10,2020,August,1,,1,37,,1,1,Drowning,37.0217357,7.81682501
2020.MMP00548,2020-08-10,2020,August,2,,2,,,,2,Drowning,39.4298266,-0.29869716
2020.MMP00558,2020-08-15,2020,August,2,,2,3,,2,,Vehicle accident / death linked to hazardous transport,39.4480851,-0.3169267
2020.MMP00569,2020-08-17,2020,August,12,33,45,37,,45,5,Drowning,33.69347506,12.35586152
2020.MMP00584,2020-08-19,2020,August,3,,3,15,,3,,Drowning,33.39808715,11.35021404
2020.MMP00587,2020-08-20,2020,August,2,,2,,,2,,Drowning,33.0742224,11.7367233
2020.MMP00588,2020-08-20,2020,August,1,,1,,,1,,Drowning,33.0742224,11.7367233
2020.MMP00589,2020-08-20,2020,August,5,,5,,,5,,Drowning,33.1070132,11.76510463
2020.MMP00590,2020-08-20,2020,August,1,,1,8,,,,Accidental death,35.29059613,-2.97002632
2020.MMP00596,2020-08-22,2020,August,,11,11,4,1,,2,Drowning,36.34937501,-2.23126207
2020.MMP00600,2020-08-23,2020,August,20,,20,,,20,,Drowning,33.0742224,11.7367233
2020.MMP00601,2020-08-23,2020,August,2,,2,,,2,,Drowning,33.1109203,11.7153697
2020.MMP00604,2020-08-25,2020,August,,2,2,96,,2,1,Drowning,36.21266,27.08305
2020.MMP00613,2020-08-27,2020,August,1,,1,,,,1,Vehicle accident / death linked to hazardous transport,35.29092299,-2.92854318
2020.MMP00615,2020-08-28,2020,August,1,3,4,130,,3,1,Drowning,33.056667,13.47
2020.MMP00616,2020-08-28,2020,August,1,,1,,,1,,Drowning,32.79830377,12.56926149
2020.MMP00617,2020-08-28,2020,August,3,,3,,,,,Drowning,33.0742224,11.7367233
2020.MMP00623,2020-08-30,2020,August,3,1,4,16,1,2,,Vehicle accident / death linked to hazardous transport,39.09411729,17.1760909
2020.MMP00626,2020-08-31,2020,August,,3,3,18,,,,Drowning,33.35123557,12.50051473
2020.MMP00630,2020-09-01,2020,September,1,,1,,1,,,Drowning,35.1807482,-2.4230329
2020.MMP00640,2020-09-04,2020,September,2,,2,,,2,,Drowning,32.81342419,12.39939698
2020.MMP00644,2020-09-05,2020,September,1,,1,,,,,Drowning,35.2871059,-2.9373328
2020.MMP00654,2020-09-07,2020,September,1,,1,,,,,Drowning,35.8432765,-5.3610346
"2020.MMP00656,2020-09-14,2020,September,1,11,12,37,,,2,""Harsh environmental conditions / lack of adequate shelter, food, water"",34.45724468,35.60545041"
2020.MMP00656,2020-09-21,2020,September,1,-1,0,,,1,,Drowning,34.45724468,35.60545041
2020.MMP00656,2020-09-21,2020,September,3,-3,0,,,1,,Drowning,34.45724468,35.60545041
2020.MMP00658,2020-09-08,2020,September,,2,2,155,1,1,1,Drowning,36.9642138,27.40444747
2020.MMP00660,2020-09-09,2020,September,1,,1,,,1,,Drowning,35.1816366,-2.4301362
2020.MMP00666,2020-09-10,2020,September,,1,1,2,,1,,Drowning,36.08439555,-5.34328532
2020.MMP00680,2020-09-14,2020,September,4,,4,,2,2,2,Drowning,35.09192768,27.44598785
2020.MMP00682,2020-09-14,2020,September,2,21,23,45,,23,,Drowning,33.12107642,12.51881647
2020.MMP00682,2020-09-14,2020,September,,1,1,,,1,,Drowning,33.12107642,12.51881647
2020.MMP00691,2020-09-17,2020,September,,7,7,3,,,,Drowning,36.63634541,2.23494661
2020.MMP00692,2020-09-17,2020,September,2,1,3,19,2,,1,Drowning,35.36605974,-1.28808063
2020.MMP00693,2020-09-17,2020,September,3,1,4,5,1,1,2,Drowning,36.83671595,1.65322027
2020.MMP00694,2020-09-17,2020,September,2,1,3,19,2,,1,Drowning,35.7237814,-1.1323037
2020.MMP00696,2020-09-17,2020,September,,1,1,13,,1,,Drowning,39.1507765,8.34280624
2020.MMP00702,2020-09-19,2020,September,,3,3,51,,,,Drowning,32.8261968,13.69744093
2020.MMP00703,2020-09-19,2020,September,2,,2,17,2,,1,Drowning,37.01796128,27.42092696
2020.MMP00704,2020-09-19,2020,September,1,,1,,,,,Drowning,32.8516826,12.67192761
2020.MMP00705,2020-09-19,2020,September,1,,1,,,,,Drowning,31.63685394,17.49200288
2020.MMP00706,2020-09-19,2020,September,5,,5,,,,,Drowning,36.68361756,1.66992188
2020.MMP00720,2020-09-21,2020,September,1,,1,,,,,Drowning,31.37458362,17.14044038
2020.MMP00723,2020-09-21,2020,September,,107,107,4,1,1,3,Drowning,32.90538538,12.46119507
2020.MMP00723,2020-09-21,2020,September,,4,4,,,4,,Drowning,32.90538538,12.46119507
2020.MMP00734,2020-09-24,2020,September,1,,1,,,,,Drowning,31.48707528,16.43731538
2020.MMP00736,2020-09-25,2020,September,,2,2,,1,1,,Drowning,33.95807659,14.82012978
2020.MMP00736,2020-09-25,2020,September,,1,1,,,,,Drowning,33.95807659,14.82012978
2020.MMP00736,2020-09-25,2020,September,1,2,3,,1,2,,Drowning,33.95807659,14.82012978
2020.MMP00736,2020-09-25,2020,September,,2,2,,,1,1,Drowning,33.95807659,14.82012978
2020.MMP00736,2020-09-25,2020,September,2,,2,22,1,1,,Drowning,33.95807659,14.82012978
2020.MMP00736,2020-09-25,2020,September,,6,6,,2,3,1,Drowning,33.95807659,14.82012978
2020.MMP00744,2020-09-25,2020,September,,15,15,120,,,,Drowning,34.20719427,13.6381152
2020.MMP00744,2020-09-25,2020,September,,,0,,,2,,Drowning,34.20719427,13.6381152
2020.MMP00744,2020-09-25,2020,September,,,0,,,9,,Drowning,34.20719427,13.6381152
2020.MMP00747,2020-09-25,2020,September,3,,3,,,,,Drowning,36.24730919,0.18112877
2020.MMP00751,2020-09-28,2020,September,5,,5,,,5,,Drowning,32.94305316,12.07651113
2020.MMP00752,2020-09-28,2020,September,4,,4,,,4,,Drowning,33.1488409,11.5631744
"2020.MMP00753,2020-09-28,2020,September,,3,3,1,,,,""Harsh environmental conditions / lack of adequate shelter, food, water"",36.00137884,-5.40807809"
"2020.MMP00759,2020-09-29,2020,September,1,,1,68,,,1,""Harsh environmental conditions / lack of adequate shelter, food, water"",33.41872196,11.55208782"
"2020.MMP00761,2020-09-30,2020,September,1,,1,,,1,,""Harsh environmental conditions / lack of adequate shelter, food, water"",36.22641596,-5.2738484"
2020.MMP00763,2020-10-01,2020,October,2,,2,,,2,1,Drowning,33.12242243,11.72910261
2020.MMP00767,2020-10-01,2020,October,1,,1,,,1,,Drowning,35.9982398,-5.6878736
2020.MMP00776,2020-10-05,2020,October,1,,1,,,1,1,Sickness / lack of access to adequate healthcare,38.0932568,13.3099573
2020.MMP00780,2020-10-06,2020,October,,4,4,,,,,Drowning,37.33586855,-0.52142521
2020.MMP00792,2020-10-08,2020,October,1,,1,,,1,,Drowning,39.27848323,3.04332215
2020.MMP00794,2020-10-09,2020,October,2,,2,,,2,,Drowning,32.75247446,13.82256928
2020.MMP00797,2020-10-10,2020,October,1,2,3,5,,,,Drowning,35.7237814,-1.1323037
2020.MMP00803,2020-10-12,2020,October,1,,1,,,1,,Drowning,36.93963236,-0.72741886
2020.MMP00803,2020-10-12,2020,October,1,,1,,,1,,Drowning,36.93963236,-0.72741886
2020.MMP00805,2020-10-12,2020,October,1,,1,,,1,,Drowning,32.82636116,13.47100678
2020.MMP00806,2020-10-11,2020,October,11,12,23,7,8,,3,Drowning,34.63141507,10.85889655
2020.MMP00810,2020-10-13,2020,October,,12,12,5,,12,2,Drowning,35.37307753,-2.66898728
2020.MMP00817,2020-10-16,2020,October,,12,12,5,,,,Drowning,36.56733163,1.27074364
2020.MMP00822,2020-10-18,2020,October,1,6,7,6,,,,Drowning,35.7237814,-1.1323037
"2020.MMP00823,2020-10-19,2020,October,,5,5,6,,5,,""Harsh environmental conditions / lack of adequate shelter, food, water"",38.52981139,13.30673754"
2020.MMP00825,2020-10-20,2020,October,4,,4,,,,,Mixed or unknown,32.81573249,12.45295533
2020.MMP00827,2020-10-20,2020,October,1,14,15,10,,,,Drowning,32.91302843,12.68911766
2020.MMP00828,2020-10-20,2020,October,,20,20,5,,,,Drowning,32.8472903,12.65753197
2020.MMP00834,2020-10-21,2020,October,1,,1,,,1,,Drowning,35.8871521,-5.3162954
2020.MMP00835,2020-10-22,2020,October,,1,1,,,,,Drowning,35.47619623,12.56751412
2020.MMP00835,2020-10-22,2020,October,,4,4,15,3,,2,Drowning,35.47619623,12.56751412
2020.MMP00835,2020-10-22,2020,October,1,4,5,,,,,Drowning,35.47619623,12.56751412
2020.MMP00846,2020-10-23,2020,October,1,,1,,,1,,Drowning,36.2435441,0.37936729
2020.MMP00849,2020-10-24,2020,October,1,,1,,,1,,Drowning,35.8798107,-5.3342931
2020.MMP00853,2020-10-25,2020,October,1,6,7,10,,7,,Drowning,33.04783997,13.17714765
2020.MMP00853,2020-10-25,2020,October,,1,1,,,,,Drowning,33.04783997,13.17714765
2020.MMP00853,2020-10-25,2020,October,2,5,7,,1,2,,Drowning,33.04783997,13.17714765
"2020.MMP00859,2020-10-25,2020,October,1,,1,3,,,,""Harsh environmental conditions / lack of adequate shelter, food, water"",36.08639784,-5.3868818"
2020.MMP00877,2020-10-30,2020,October,1,,1,,,,,Drowning,32.81152518,12.72206354
2020.MMP00879,2020-10-31,2020,October,2,,2,,,2,,Drowning,33.28424795,19.99890028
2020.MMP00879,2020-10-31,2020,October,2,,2,,,2,,Drowning,33.28424795,19.99890028
2020.MMP00879,2020-10-31,2020,October,,4,4,,,3,,Drowning,33.28424795,19.99890028
2020.MMP00879,2020-10-31,2020,October,2,,2,,,2,,Drowning,33.28424795,19.99890028
2020.MMP00884,2020-11-01,2020,November,1,,1,,1,,,Drowning,36.686534,2.7849282
2020.MMP00885,2020-11-01,2020,November,1,,1,,,1,,Drowning,35.96560942,0.09162805
2020.MMP00889,2020-11-02,2020,November,1,,1,,,1,,Drowning,38.94435001,1.21833343
2020.MMP00892,2020-11-03,2020,November,1,,1,,,,,Drowning,35.5086218,12.59292
2020.MMP00893,2020-11-03,2020,November,1,,1,,,1,,Drowning,38.71917252,1.36849829
2020.MMP00896,2020-11-04,2020,November,4,,4,,,,,Drowning,35.26520084,-2.9462195
2020.MMP00900,2020-11-05,2020,November,,14,14,,4,8,2,Drowning,36.2144014,-3.4195527
2020.MMP00904,2020-11-08,2020,November,1,,1,24,,1,1,Drowning,37.7743271,27.08076693
2020.MMP00905,2020-11-08,2020,November,3,,3,,,,,Drowning,32.6509505,14.2678989
2020.MMP00908,2020-11-09,2020,November,,2,2,,,,,Drowning,38.22637964,-0.25310615
2020.MMP00911,2020-11-10,2020,November,4,7,11,,,,,Drowning,35.9311454,0.0909414
2020.MMP00912,2020-11-10,2020,November,,,0,,,1,,Drowning,33.09274873,12.14345907
2020.MMP00912,2020-11-10,2020,November,,,0,,1,5,,Drowning,33.09274873,12.14345907
2020.MMP00912,2020-11-10,2020,November,1,13,14,11,2,5,1,Drowning,33.09274873,12.14345907
2020.MMP00917,2020-11-11,2020,November,1,,1,,,1,,Drowning,33.12129312,16.26153413
2020.MMP00917,2020-11-11,2020,November,3,,3,,1,2,,Drowning,33.12129312,16.26153413
2020.MMP00917,2020-11-11,2020,November,1,,1,,1,,,Drowning,33.12129312,16.26153413
2020.MMP00925,2020-11-12,2020,November,1,,1,,,1,1,Sickness / lack of access to adequate healthcare,32.60451708,16.34942475
2020.MMP00926,2020-11-12,2020,November,,20,20,3,,,,Drowning,33.05822616,12.14414571
2020.MMP00927,2020-11-12,2020,November,55,20,75,48,3,,,Drowning,32.72261073,14.33175693
2020.MMP00932,2020-11-13,2020,November,2,,2,199,,,,Mixed or unknown,33.32327028,12.43641901
2020.MMP00934,2020-11-13,2020,November,,14,14,,,14,,Drowning,37.05425002,3.93305627
2020.MMP00939,2020-11-18,2020,November,2,,2,,,,,Drowning,32.7639603,12.6733009
2020.MMP00947,2020-11-19,2020,November,5,45,50,,,,,Drowning,32.99340536,13.98445875
2020.MMP00956,2020-11-23,2020,November,1,,1,13,,1,,Drowning,36.46552478,28.23121581
2020.MMP00957,2020-11-23,2020,November,1,12,13,,,13,,Drowning,36.80352359,3.41757276
2020.MMP00960,2020-11-24,2020,November,,8,8,,,,,Drowning,36.72661314,2.81555577
2020.MMP00960,2020-11-24,2020,November,,3,3,,,,,Drowning,36.72661314,2.81555577
2020.MMP00962,2020-11-24,2020,November,,2,2,12,,,,Drowning,36.11330783,0.17998331
"2020.MMP00968,2020-11-26,2020,November,4,,4,56,2,,2,""Harsh environmental conditions / lack of adequate shelter, food, water"",35.22166303,-2.83934965"
2020.MMP00969,2020-11-26,2020,November,2,,2,,,,,Mixed or unknown,31.5555377,31.0943749
2020.MMP00970,2020-11-26,2020,November,2,,2,8,,2,,Accidental death,35.26520084,-2.9462195
2020.MMP00972,2020-11-27,2020,November,1,,1,,,,,Mixed or unknown,31.57149961,30.84054923
2020.MMP00982,2020-12-01,2020,December,2,,2,,,2,,Drowning,35.302185,-2.9400548
2020.MMP00987,2020-12-02,2020,December,2,,2,32,2,,,Drowning,39.35858234,26.39512368
2020.MMP01004,2020-11-12,2020,November,4,7,11,,,,,Drowning,36.21175491,-0.42541602
2020.MMP01007,2020-12-13,2020,December,2,,2,,,,,Drowning,37.24,9.2175
2020.MMP01008,2020-12-14,2020,December,5,,5,,,,,Drowning,37.1635945,9.1236972
2020.MMP01016,2020-12-16,2020,December,1,,1,51,,,,Drowning,34.76692401,10.88689402
2020.MMP01017,2020-12-16,2020,December,4,,4,,,,4,Drowning,32.79212857,12.73580955
2020.MMP01018,2020-12-16,2020,December,2,,2,,,,,Drowning,32.8092763,12.59097107
2020.MMP01021,2020-12-17,2020,December,,23,23,,,,,Drowning,36.77749098,5.1281248
2020.MMP01023,2020-12-18,2020,December,1,,1,,1,,,Drowning,39.28279827,26.50636025
2020.MMP01024,2020-12-18,2020,December,,7,7,18,4,,3,Drowning,36.77888932,-1.99993004
2020.MMP01025,2020-12-18,2020,December,13,5,18,3,,13,3,Drowning,31.57078449,26.16240104
2020.MMP01026,2020-12-19,2020,December,3,,3,31,3,,,Drowning,38.77116093,26.5134722
2020.MMP01029,2020-12-20,2020,December,1,,1,,,1,,Drowning,37.2489144,10.0723349
2020.MMP01033,2020-12-24,2020,December,20,20,40,5,19,1,,Drowning,34.90414766,11.21236399
"2020.MMP01034,2020-12-24,2020,December,,4,4,38,,,,""Harsh environmental conditions / lack of adequate shelter, food, water"",36.2144014,-3.4195527"
2020.MMP01035,2020-12-24,2020,December,1,,1,,,,,Drowning,32.79153163,12.68068234
"2020.MMP01037,2020-12-25,2020,December,1,,1,,,,,""Harsh environmental conditions / lack of adequate shelter, food, water"",36.7489747,-3.5180363"
2020.MMP01038,2020-12-25,2020,December,,8,8,,,,,Drowning,33.33129907,13.18859172
2020.MMP01038,2020-12-25,2020,December,,5,5,,,5,1,Drowning,33.33129907,13.18859172
2020.MMP01105,2020-12-23,2020,December,,5,5,,,5,,Drowning,35.30420753,-3.92007383
2020.MMP01382,2020-11-09,2020,November,,11,11,1,2,9,1,Drowning,33.5691,13.49129
2020.MMP01383,2020-04-01,2020,April,3,,3,,,3,,Drowning,31.51175298,25.45455957
2020.MMP01383,2020-04-01,2020,April,2,,2,,,,,Drowning,31.51175298,25.45455957
2020.MMP01384,2020-11-04,2020,November,3,,3,17,,3,,Drowning,35.20067865,-3.86114201
2021.MMP00003,2021-01-02,2021,January,7,,7,,4,1,1,Drowning,35.97300155,0.097709576
2021.MMP00004,2021-01-03,2021,January,,8,8,79,,8,,Drowning,33.02654103,13.33423606
2021.MMP00010,2021-01-03,2021,January,1,,1,,,1,,Drowning,36.33183667,0.717642324
2021.MMP00011,2021-01-03,2021,January,1,,1,,,1,,Drowning,35.7694288,-0.7996491
2021.MMP00012,2021-01-04,2021,January,1,,1,,,1,,Drowning,35.4913096,-1.2197178
2021.MMP00020,2021-01-06,2021,January,2,,2,20,,,2,Mixed or unknown,35.1099953,-2.7307058
2021.MMP00026,2021-01-07,2021,January,4,6,10,21,3,,1,Drowning,35.14673478,-2.427162152
"2021.MMP00031,2021-01-08,2021,January,2,,2,,1,,1,""Harsh environmental conditions / lack of adequate shelter, food, water"",35.17297089,-2.906640912"
2021.MMP00036,2021-01-10,2021,January,3,,3,,,,,Drowning,35.22517618,11.15120828
2021.MMP00038,2021-01-10,2021,January,1,,1,10,,1,,Drowning,35.8859977,-5.3212788
2021.MMP00039,2021-01-10,2021,January,1,,1,,,1,,Drowning,35.9097178,-5.4004997
"2021.MMP00040,2021-01-11,2021,January,1,,1,50,,,1,""Harsh environmental conditions / lack of adequate shelter, food, water"",35.56733278,11.81751055"
2021.MMP00044,2021-01-12,2021,January,1,,1,,,1,,Drowning,35.8996913,-5.2794323
2021.MMP00049,2021-01-18,2021,January,3,,3,9,1,2,,Drowning,37.10608588,-1.75887675
2021.MMP00051,2021-01-19,2021,January,1,,1,27,,1,,Drowning,38.93846832,26.17608376
2021.MMP00052,2021-01-19,2021,January,,43,43,10,,43,,Drowning,32.97355156,12.74816917
2021.MMP00062,2021-01-24,2021,January,1,,1,,,1,,Drowning,37.2141382,0.39183721
2021.MMP00063,2021-01-24,2021,January,,7,7,,2,5,,Drowning,33.03608223,13.17554545
2021.MMP00063,2021-01-24,2021,January,1,9,10,82,3,7,2,Drowning,33.03608223,13.17554545
2021.MMP00073,2021-01-26,2021,January,2,,2,,,2,,Drowning,35.42653878,-1.248246587
2021.MMP00074,2021-01-26,2021,January,2,,2,,,,,Drowning,32.9234588,12.0775411
2021.MMP00075,2021-01-26,2021,January,,1,1,1,,1,,Drowning,35.8432765,-5.3610346
2021.MMP00080,2021-01-27,2021,January,1,,1,1,,1,,Drowning,35.89656931,-5.300574116
2021.MMP00082,2021-01-29,2021,January,2,,2,,,,,Drowning,32.7868817,12.6934048
2021.MMP00083,2021-01-29,2021,January,4,,4,,,,,Drowning,32.79307166,13.7144354
2021.MMP00089,2021-01-31,2021,January,1,,1,,,,,Drowning,36.9436603,7.2022727
2021.MMP00097,2021-02-04,2021,February,1,5,6,8,,1,,Drowning,35.821783,-0.4831532
2021.MMP00099,2021-02-05,2021,February,1,,1,,,1,,Drowning,32.90288617,12.73580955
2021.MMP00099,2021-02-05,2021,February,1,3,4,47,,1,,Drowning,32.90288617,12.73580955
2021.MMP00101,2021-02-05,2021,February,1,,1,,,1,,Drowning,32.78834106,13.71186048
2021.MMP00102,2021-02-07,2021,February,1,3,4,3,,2,,Drowning,36.1440934,-5.3417241
2021.MMP00103,2021-02-07,2021,February,,1,1,,,1,,Drowning,35.86277284,-5.328762261
2021.MMP00107,2021-02-09,2021,February,,1,1,,1,,,Drowning,35.90019118,-5.299989274
2021.MMP00108,2021-02-10,2021,February,1,,1,,,1,,Drowning,32.79973679,12.78180512
2021.MMP00112,2021-02-13,2021,February,1,22,23,25,,,,Drowning,35.57736051,12.59360665
2021.MMP00113,2021-02-14,2021,February,,2,2,8,,2,,Drowning,36.441151,-3.603180343
2021.MMP00115,2021-02-14,2021,February,2,,2,,,,,Drowning,32.92755182,12.10964178
2021.MMP00116,2021-02-15,2021,February,1,,1,,,,,Drowning,32.79441821,12.56680102
2021.MMP00122,2021-02-17,2021,February,2,,2,,,,,Drowning,32.896939,13.1708564
2021.MMP00126,2021-02-19,2021,February,,2,2,,,,,Drowning,31.56960031,17.38213959
"2021.MMP00127,2021-02-20,2021,February,1,,1,31,,1,,""Harsh environmental conditions / lack of adequate shelter, food, water"",35.72722908,-0.644029953"
2021.MMP00128,2021-02-21,2021,February,1,,1,,,,,Vehicle accident / death linked to hazardous transport,34.20213497,13.04803315
2021.MMP00128,2021-02-21,2021,February,1,,1,197,,,,Vehicle accident / death linked to hazardous transport,34.20213497,13.04803315
2021.MMP00134,2021-02-22,2021,February,1,,1,232,,,,Mixed or unknown,33.64056471,13.25702465
2021.MMP00135,2021-02-20,2021,February,1,40,41,77,4,34,3,Drowning,33.89263386,13.55340424
2021.MMP00139,2021-02-21,2021,February,,12,12,45,,,,Drowning,35.41265243,12.58948677
2021.MMP00141,2021-02-28,2021,February,,5,5,95,,5,,Drowning,33.14510556,13.58488495
2021.MMP00141,2021-02-28,2021,February,,2,2,,,2,,Drowning,33.14510556,13.58488495
2021.MMP00141,2021-02-28,2021,February,,8,8,,,8,,Drowning,33.14510556,13.58488495
2021.MMP00147,2021-02-28,2021,February,2,,2,54,,2,,Drowning,35.11183029,11.02745108
"2021.MMP00148,2021-02-24,2021,February,1,,1,23,,,,""Harsh environmental conditions / lack of adequate shelter, food, water"",34.7205723,11.1407184"
2021.MMP00154,2021-02-22,2021,February,2,,2,59,1,,1,Drowning,35.26149447,-3.957496007
"2021.MMP00156,2021-03-02,2021,March,1,,1,2,,1,,""Harsh environmental conditions / lack of adequate shelter, food, water"",35.27689538,-2.926136854"
2021.MMP00157,2021-03-02,2021,March,1,,1,,,1,,Drowning,35.2841725,-2.9381673
2021.MMP00158,2021-03-02,2021,March,1,,1,,,1,,Drowning,35.302185,-2.9400548
2021.MMP00159,2021-03-01,2021,March,1,,1,,,1,,Drowning,35.2841725,-2.9381673
2021.MMP00160,2021-02-11,2021,February,2,,2,16,,,,Drowning,33.03083222,12.12354635
2021.MMP00161,2021-02-20,2021,February,1,,1,,,,,Drowning,32.98310801,13.27991557
2021.MMP00162,2021-02-20,2021,February,,3,3,,,,,Drowning,34.26454725,13.31096023
2021.MMP00172,2021-03-09,2021,March,9,,9,52,,,,Drowning,34.84785849,11.47959691
2021.MMP00173,2021-03-08,2021,March,1,,1,,,1,,Drowning,35.2841725,-2.9381673
2021.MMP00182,2021-03-13,2021,March,1,,1,1,,1,,Drowning,35.9117892,-5.3570333
2021.MMP00186,2021-03-08,2021,March,1,,1,,,1,,Drowning,36.1812954,-5.4105286
2021.MMP00192,2021-03-19,2021,March,1,,1,,,1,1,Drowning,38.327214,26.21029
2021.MMP00192,2021-03-19,2021,March,3,,3,3,,3,,Drowning,38.327214,26.21029
2021.MMP00209,2021-03-27,2021,March,3,8,11,3,,,1,Drowning,37.5318128,-1.268730051
2021.MMP00214,2021-03-09,2021,March,30,,30,24,9,,4,Drowning,34.84785849,11.47959691
2021.MMP00215,2021-03-13,2021,March,1,,1,14,,,,Drowning,36.53619081,1.440914807
2021.MMP00216,2021-03-16,2021,March,3,8,11,,1,1,1,Drowning,35.96990433,-0.802334461
2021.MMP00218,2021-03-30,2021,March,,5,5,77,2,,3,Drowning,32.87234592,12.45293781
2021.MMP00219,2021-04-03,2021,April,1,,1,,,1,,Drowning,35.76109319,-0.826158603
2021.MMP00220,2021-04-03,2021,April,1,,1,,,1,,Drowning,35.07388561,-2.084353428
2021.MMP00221,2021-03-18,2021,March,,60,60,30,,,,Drowning,33.06688277,12.20001073
2021.MMP00221,2021-03-18,2021,March,1,,1,,,1,,Drowning,33.06688277,12.20001073
2021.MMP00221,2021-03-18,2021,March,1,,1,,,1,,Drowning,33.06688277,12.20001073
2021.MMP00221,2021-03-18,2021,March,4,,4,,2,2,,Drowning,33.06688277,12.20001073
2021.MMP00224,2021-04-04,2021,April,1,,1,,,1,,Drowning,35.916545,-5.371463
2021.MMP00225,2021-03-10,2021,March,1,,1,,,,,Drowning,32.999264,12.295422
2021.MMP00226,2021-03-11,2021,March,2,,2,,,,,Drowning,32.999264,12.295422
2021.MMP00231,2021-04-11,2021,April,1,,1,,1,,,Drowning,35.345799,-3.883139
2021.MMP00240,2021-04-07,2021,April,1,,1,,,1,,Drowning,35.2856809,-2.937338527
2021.MMP00242,2021-04-04,2021,April,1,,1,,,1,,Drowning,35.438993,-1.237177
2021.MMP00245,2021-04-11,2021,April,6,,6,,3,2,,Drowning,33.76566438,11.02580782
2021.MMP00246,2021-04-13,2021,April,1,,1,,,,1,Drowning,33.76566438,11.02580782
2021.MMP00248,2021-04-14,2021,April,1,,1,,,1,,Drowning,35.31422006,-2.944675914
2021.MMP00257,2021-04-15,2021,April,41,,41,3,9,,1,Drowning,34.76811471,10.85960062
2021.MMP00262,2021-04-17,2021,April,1,,1,,,,,Drowning,33.25433412,11.49846374
2021.MMP00273,2021-04-21,2021,April,2,,2,103,1,1,1,Vehicle accident / death linked to hazardous transport,32.94797295,13.19404548
2021.MMP00274,2021-04-22,2021,April,1,,1,,,1,,Drowning,32.86244029,13.43844999
2021.MMP00275,2021-04-22,2021,April,1,,1,,,1,,Drowning,32.79270254,12.67244146
2021.MMP00277,2021-04-24,2021,April,1,2,3,,,3,,Drowning,35.81514383,-5.35131574
2021.MMP00281,2021-04-25,2021,April,2,,2,,,2,,Drowning,35.82318233,-5.352174047
2021.MMP00282,2021-04-26,2021,April,1,,1,,,1,,Drowning,32.79270254,12.67244146
